x1,x2,probability
0.7121351351351349,0.3059189189189188,3.6030290836639582
0.3049159159159158,0.8164474474474472,1.424687975912323
0.7091261261261259,0.725174174174174,1.1272575152059485
0.03209909909909909,0.5225675675675674,6.342658309124269
0.7893663663663661,0.34603903903903893,3.1003340139695847
0.23570870870870864,0.31193693693693686,7.587402124849592
0.42828528528528514,0.3380150150150149,5.601494517554728
0.8886636636636635,0.6218648648648647,1.3209182055298292
0.7763273273273271,0.6700090090090088,1.5203795602385866
0.749246246246246,0.6188558558558557,1.8052942908707041
0.20160660660660654,0.7632882882882881,2.2998427708575293
0.21063363363363358,0.6940810810810809,2.972615725247419
0.378135135135135,0.21063363363363358,5.94776832926549
0.08425525525525523,0.08124624624624623,6.078184620728197
0.5937807807807806,0.34102402402402393,4.527881499982338
0.17151651651651648,0.07623123123123121,4.3211518672086076
0.6930780780780779,0.3239729729729729,3.8476166484582253
0.016051051051051046,0.48645945945945934,6.17478164343757
0.8886636636636635,0.4744234234234233,2.2900712036498394
0.6168498498498497,0.764291291291291,1.0512780977978269
0.49648948948948934,0.762285285285285,1.379503478053071
0.7803393393393391,0.49147447447447434,2.8563709808002353
0.2567717717717717,0.8024054054054052,1.8158815805889588
0.16349249249249245,0.8846516516516514,0.8752318987063162
0.0732222222222222,0.06921021021021019,5.7258734299050005
0.16349249249249245,0.31093393393393387,7.879302065896079
0.4373123123123122,0.5215645645645645,4.369152107601362
0.368105105105105,0.6920750750750749,2.656923859241081
0.06921021021021019,0.057174174174174155,4.975504027672441
0.06319219219219217,0.19057357357357352,9.445219053599752
0.9458348348348345,0.388165165165165,2.1041014104608844
0.6860570570570569,0.2978948948948948,3.6807053149207345
0.19057357357357352,0.12838738738738734,6.3178190679856465
0.11835735735735732,0.20561861861861855,8.864554393101491
0.16549849849849846,0.8535585585585583,1.3593111141707481
0.34804504504504497,0.360081081081081,6.379355845075759
0.20461561561561556,0.18957057057057053,7.301805902860227
0.11835735735735732,0.5566696696696695,5.38333102797389
0.4403213213213212,0.720159159159159,2.064377623921566
0.2928798798798798,0.16048348348348343,6.00466068748766
0.6619849849849848,0.3199609609609609,3.9451212873194064
0.1103333333333333,0.8746216216216214,1.251615911858606
0.5727177177177175,0.6489459459459458,2.3627496082858386
0.07823723723723722,0.2888678678678678,9.325476157749236
0.41424324324324313,0.3199609609609609,6.077250010354054
0.2196606606606606,0.33600900900900893,7.531463903553113
0.4202612612612611,0.5687057057057056,3.8658404769721373
0.39017117117117106,0.18555855855855852,5.506140905961846
0.39217717717717704,0.7813423423423421,1.5520291819139171
0.726177177177177,0.2928798798798798,3.4828063305732173
0.5476426426426425,0.42427327327327313,4.494189224710801
0.11635135135135131,0.8655945945945943,1.3787254127120845
0.053162162162162144,0.8475405405405403,1.7689493063800112
0.6218648648648647,0.22868768768768763,3.426889775476279
0.5907717717717716,0.730189189189189,1.4998539800090176
0.8194564564564563,0.4393183183183182,2.7569577152390043
0.32296996996996985,0.371114114114114,6.646165125744373
0.5817447447447446,0.7853543543543541,0.9984958890474678
0.41825525525525514,0.2888678678678678,6.1441823881800985
0.375126126126126,0.5646936936936935,3.9256719551664068
0.16449549549549544,0.5947837837837836,4.347065353006816
0.7111321321321319,0.46940840840840825,3.3253749608339644
0.17853753753753748,0.0742252252252252,4.058974567186798
0.6599789789789788,0.30290990990990985,3.9732066371203154
0.40922822822822813,0.16549849849849846,4.690305549201578
0.3239729729729729,0.4493483483483482,5.793689580645256
0.4764294294294293,0.8405195195195193,0.6813531536033146
0.2698108108108107,0.4884654654654653,5.6239068825759215
0.16549849849849846,0.7983933933933932,1.8287721185806578
0.27783483483483473,0.3249759759759759,7.228704017495195
0.18957057057057053,0.4112342342342341,6.663311342531744
0.4072222222222221,0.15747447447447444,4.389584167213884
0.022069069069069063,0.24172672672672665,9.993936040381707
0.5235705705705704,0.5245735735735734,3.700516145904752
0.6810420420420419,0.3289879879879879,3.905659517198148
0.2637927927927927,0.6780330330330329,3.089732715852124
0.06620120120120118,0.8595765765765764,1.4308679593742657
0.08124624624624623,0.9498468468468466,0.4944253543914112
0.6720150150150148,0.5697087087087086,2.5942688493628947
0.729186186186186,0.6108318318318317,1.9437506616016351
0.1755285285285285,0.8585735735735733,1.2406870112268455
0.5526576576576575,0.7983933933933932,0.91985146351167
0.35807507507507497,0.738213213213213,2.2227424496639614
0.3370120120120119,0.8495465465465463,0.898739516042171
0.9478408408408405,0.5245735735735734,1.8202805671395306
0.5416246246246245,0.2537627627627627,5.051518142353925
0.0722192192192192,0.4724174174174173,6.5401531820370025
0.772315315315315,0.5717147147147146,2.3207928513620133
0.06519819819819818,0.9348018018018015,0.6746100946044982
0.6920750750750749,0.3350060060060059,3.9436310157596073
0.6609819819819818,0.7031081081081079,1.5238479900479958
0.06519819819819818,0.9257747747747745,0.7767959285556673
0.21163663663663657,0.3329999999999999,7.643289722110634
0.7011021021021019,0.5827477477477476,2.3297052314318885
0.370111111111111,0.1815465465465465,5.809679811542824
0.13942042042042038,0.6168498498498497,4.343920746967462
0.6760270270270269,0.4884654654654653,3.2958947551940723
0.46238738738738727,0.28987087087087077,5.612098005515989
0.19859759759759754,0.41725225225225215,6.719235881823825
0.5616846846846846,0.31193693693693686,4.781880299893416
0.8525555555555553,0.6549639639639637,1.1229047080094945
0.6850540540540538,0.6479429429429427,1.8199968941021458
0.31293993993993985,0.1133423423423423,3.935949425478159
0.1434324324324324,0.8545615615615613,1.3916882179451364
0.5175525525525524,0.6960870870870869,2.1419194706870255
0.31695195195195186,0.4082252252252251,6.158349305863178
0.5757267267267265,0.5697087087087086,3.0073367772451505
0.5265795795795795,0.725174174174174,1.7884062822677664
0.39117417417417405,0.42327027027027014,5.51267396840322
0.2878648648648648,0.1474444444444444,5.856894773075603
0.6990960960960959,0.6830480480480479,1.6034364097206215
0.364093093093093,0.20060360360360355,6.089351139176142
0.4724174174174173,0.8184534534534532,0.9485078309222684
0.6529579579579577,0.27081381381381375,3.777388717769898
0.5496486486486485,0.5977927927927926,2.9529214150676073
0.42627927927927917,0.764291291291291,1.7054287245386464
0.5275825825825824,0.8174504504504502,0.7160244380471313
0.37211711711711704,0.720159159159159,2.3028123210857507
0.4894684684684683,0.5496486486486485,3.7279268225912583
0.7923753753753752,0.5586756756756756,2.2704164238708717
0.5175525525525524,0.21765465465465458,4.287349177931076
0.8966876876876875,0.370111111111111,2.58791342486519
0.4533603603603602,0.8054144144144142,1.1608956702358688
0.9257747747747745,0.5516546546546545,1.7421094610043508
0.31193693693693686,0.23069369369369364,6.67400892988821
0.08726426426426424,0.9448318318318316,0.5552686643351086
0.8345015015015013,0.5737207207207206,1.9886063397641969
0.13139639639639636,0.5486456456456454,5.581792418136941
0.6178528528528526,0.368105105105105,4.105739787835504
0.6419249249249247,0.6359069069069068,2.107708097154832
0.3189579579579579,0.4042132132132131,6.179322763818631
0.11936036036036032,0.9468378378378376,0.41551822321592774
0.39117417417417405,0.5997987987987986,3.51615491101647
0.6519549549549548,0.26278978978978973,3.722519580981496
0.057174174174174155,0.8565675675675674,1.596832330380963
0.5085255255255254,0.4072222222222221,4.882294582713511
0.13440540540540535,0.7833483483483481,2.2309359267674007
0.34503603603603594,0.16449549549549544,5.247579893313739
0.5797387387387386,0.7853543543543541,1.0049534179999098
0.21765465465465458,0.6459369369369368,3.7139295612104792
0.04513813813813813,0.6860570570570569,3.7438489958722365
0.6429279279279277,0.2587777777777777,3.694933165363288
0.4573723723723722,0.3380150150150149,5.528690585907085
0.6730180180180179,0.39618918918918905,3.876942089377168
0.15145645645645642,0.27081381381381375,8.623655997522784
0.365096096096096,0.4042132132132131,5.643627146102925
0.5135405405405404,0.3981951951951951,4.958550392732818
0.5656966966966965,0.7883633633633631,0.9876125145510792
0.9317927927927925,0.5265795795795795,2.035577345622456
0.4443333333333332,0.5727177177177175,3.714179069500833
0.5315945945945945,0.4413243243243242,4.604136141457876
0.06218918918918917,0.2577747747747747,9.791586228320249
