x1,x2
-4.917515499379922,4.269079126922429
-3.3032475072346275,5.007869494098085
-3.3266749210459277,5.831641307110226
-4.970548775244403,2.732718488086469
-4.28276984892212,4.500093925227018
-2.297854085637038,5.323067865333037
-4.019831178555002,4.0098819578697364
-2.942141983512303,4.967809323537874
-4.276802299880219,4.048557386613191
-4.319454093216789,2.969259794242425
-2.9486483960009595,5.859425378159958
-5.508131503103522,2.565027559270969
-5.045056684273519,3.82054191560368
-4.447947374124707,2.4397281082809283
-4.050569548012009,3.3549982816786255
-3.1775503123402045,4.152544236136255
-3.571089718222015,3.7741655479684617
-5.875053233119693,2.147249395403984
-3.403848486491488,4.731484291796443
-3.823559532537695,4.036687021826252
-4.822194661438787,3.6568952803387926
-3.314632705794449,4.321187862463924
-3.5764782985655303,3.8191848636948342
-3.044591594723816,4.271377387230282
-4.460435917212483,4.475562940529328
-5.61538069216276,2.725455946234112
-5.482459728983899,3.725161388238591
-2.851228805577615,5.504824202532112
-3.228703689795441,4.463211166448549
-3.164787907252967,4.288776350837
-3.7832621590413846,3.6911988429904277
-4.2406911883410805,3.7275354414188993
-3.4863171494705707,3.9396891917984793
-3.6917023517070504,4.786049007916149
-2.588088671901618,5.755562487655954
-4.080403222419635,2.8687592226134235
-3.396602747404393,4.633374804480718
-4.958480399296234,3.9532476496450104
-4.4832500999982585,3.3883327223449378
-4.032916820789569,3.8686242504750017
-4.190031074017435,3.5494750602411633
-3.4006292097904582,4.325796971396561
-4.931203925077813,4.381394791212603
-4.251027720138135,3.905960762832156
-3.295467600410871,4.1670436267534505
-4.985713734594449,4.201276159555538
-2.785648558444681,6.160532942524164
-6.361107379934545,1.7206192714616177
-4.527123769201378,3.6144729204879202
-5.349768952059615,2.326909865319144
-4.3988790330542535,4.2931484459070255
-3.7151088985537033,4.014907807237597
-2.516521854884658,4.436854888270999
-4.209237612418821,4.846344284333739
-4.0010760516795365,4.439243515183765
-6.110324908669929,2.6021773764632314
-3.3949955740748297,3.905175993602911
-6.460029978313116,1.5774230478777187
-4.005585464189724,3.97915649100676
-4.142268933574817,3.7664295252972257
-3.2828444540317987,4.371291583338636
-3.797081518215705,3.8592264790366113
-3.3573913050281,4.7099210812512435
-1.8302339925168907,6.860095554234133
-3.500531811969426,5.607701323592947
-5.28976349098307,3.514438563131592
-4.32760071449808,2.958324246843164
-3.6571502081339453,4.652357440351204
-3.653478562042001,4.109463944701926
-4.81496424193165,3.4660125470972964
-4.024169701120723,4.70905484646851
-3.1691892179652763,5.220362664023143
-4.464778078504625,3.3394475635299155
-4.8181378105298815,3.064919810391905
-2.8864063354245966,4.222804526034947
-3.340192702941402,5.7696365850351174
-2.561374950509914,6.51155826446888
-4.155895452716744,3.939163727794226
-3.75120366693589,3.167190872419288
-2.9560397513864602,5.514041736640204
-3.241817441735102,4.265939429076254
-3.8764064847167226,3.504816239689497
-5.900779768366642,2.7407641907834335
-1.8489555972866576,5.341768871438477
-3.4154957655496374,4.6010056634927725
-4.261594122070184,3.279405188461692
-3.9383094529049987,3.5839444327243224
-2.975037977641886,4.135311429959898
-3.407396135409445,5.258985447637084
-3.931753430643738,5.733111168688899
-4.52645276767028,3.5904478612802033
-3.492484899639551,4.584680882595311
-6.398332635559239,1.5409137494533058
-4.526783332509747,4.593169325626681
-3.9783533823646815,5.167939734666934
-4.493564828329797,3.1506999476707276
-4.907503380535056,3.7075940613353358
-4.093352070401501,2.9135506189677507
-4.553771517396885,3.8323968149887744
-4.872836722756588,3.810709026035802
-4.936333510548688,3.3540774707589986
-4.473248242370085,3.6581049843115045
-3.853898957054395,3.3386143431519337
-4.177984129253435,4.253034756884689
-3.490031876049835,4.314430504111826
-4.059340991969589,3.637871793805848
-4.908415194112999,2.525785468600553
-3.6836628220986176,4.038226837488858
-5.434879829411049,2.6894323263413398
-4.509118242729896,2.55133088117286
-4.534672086049897,4.027979832109667
-3.954931879666775,4.936417705436095
-4.036959725070177,4.882241327654784
-5.333170854394358,2.33614342895328
-3.5122676672022672,4.309516098081959
-4.8661410051697995,2.9985205665062846
-3.055820949529187,5.18603620994851
-4.313637192944817,3.997816333234112
-6.035998722750641,3.0998140464543864
-5.260432443042529,4.010932538019453
-2.4603225120572585,5.07739674065188
-4.5360620182878355,4.598916030048523
-4.360222822802085,4.391383077221764
-6.22938314161988,1.434865966162734
-3.865869636993543,4.794515686041926
-5.230879199395702,3.9370810648131678
-4.9109472292532494,3.790258483671954
-5.381700194846421,3.357827269913528
-5.516371228593158,2.893908928497855
-3.8878528097060405,4.2049370729037685
-4.886257163258905,2.5970673523095753
-4.195977019988454,3.8333920317814507
-2.9459132893678124,5.526058906765961
-3.7773173475356465,4.3612854895424045
-4.735420662198242,4.2622483911128315
-3.997829073810631,4.178639633719297
-3.9047484677602577,3.652456249739537
-4.652046785126693,2.384605230621557
-4.258670873880136,3.423802154547179
-4.052912339951818,3.5903330095367574
-4.585472836056407,3.351802840252104
-3.2692439068190398,5.643873003981502
-4.469575862041105,3.8193002381868952
-4.682106580292849,3.6010491752289324
-5.030055282862676,3.8105745877361366
-4.410643025768894,4.037770322950624
-3.9278252899352166,5.211189449722351
-3.5094520087244714,3.585646362844922
-3.906163074647053,3.663102036982255
-4.880016980415719,3.3890660081807416
-3.0675582278336004,4.902266461033576
-5.703695176340162,2.8511974579321584
-3.7988770276229964,4.218127069982462
-3.552036033260215,3.1566574542587933
-5.908087489538883,2.4972171232337264
-4.826436896201671,2.835050633307633
-5.750825004876841,1.8132943469621932
-5.709464751008157,2.415705018841914
-3.8302249087917035,4.4380411905104875
-4.31458542451802,3.3225748342632846
-4.654340574799095,4.700550164616745
-4.258598845791834,3.0945303382255203
-4.5440552485199746,4.118187865550155
-5.45240213070351,2.2573739786818328
-4.120348849517454,2.882653210143359
-5.8371923745038234,3.0356540371385794
-4.551110469084909,3.6137540961664723
-4.398505845192004,3.367097070229173
-3.831309408593603,2.367114052755202
-3.138842969393397,5.5953283540170276
-4.106340785574049,4.195366324609136
-4.7890021507622,2.898718766739383
-2.387914849743547,5.3413213483560735
-5.69260946988805,2.8451179743669375
-4.498326893850877,3.7736553249199885
-3.6921597686348475,4.183657683097381
-3.9203023763768376,4.056156214227847
-3.442713353168994,3.2935135697851967
-5.937064086226017,1.9746516812327197
-4.72246740122288,2.6198383423719696
-4.0135106642650396,5.197029053973915
-3.887861102907885,4.249655520580608
-4.258110705513916,3.9727108994724047
-6.2618595605233445,1.7016991125436394
-4.244502803500152,3.0325974163017846
-5.187102970485114,2.0878845440788982
-4.073243809464877,4.536498453481776
-4.152743166520654,4.717330218014698
-3.8407361783521172,4.169116876474598
-2.97542993226487,4.187774608517264
-5.87708455981556,2.761579844681334
-4.828663817372264,2.965894777149555
-2.353315195050674,7.095604108555801
-2.1614150393934413,4.797943420692394
-5.741612943018717,3.8014219631630284
-5.491560224136917,2.86508721840444
-4.834107206017993,3.7056401852562226
-3.195969134686478,4.626516360245154
-3.358654286665388,5.236341655555652
-3.6781120806368013,3.4781761152282185
-3.5306164868419336,4.671631366450942
-3.124404534159792,4.456340113344911
-3.6014589624315136,4.964540910518789
-4.114756854645814,4.674384521767853
-3.449296394038,4.727155007265544
-3.885875918945502,5.470835513951991
-4.732024016030678,4.899527425607725
-5.416546768471561,2.233333285591422
-5.054728970417724,3.9751594822248766
-3.127274778144608,4.230936713860281
-3.7888475023267216,3.7241786681723967
-4.5774855513968555,3.949684451482994
-4.219966258188316,3.1977486346713175
-3.7136140079652193,3.392274437751021
-3.608640999144587,3.8196776125634946
-5.227934071571446,3.157318702768896
-6.324687218942066,1.924068824430437
-4.084442580305669,3.720055001866769
-4.9743067111622015,3.6307649616039677
-4.046358491633447,3.8910982001449232
-4.78011963840117,3.0362946203181638
-3.595030997527623,3.9269937955434546
-4.2248574051154995,3.206901549445628
-5.180283748447298,3.119941774984238
-5.4952617896152836,2.857528424462351
-2.8930239309237655,4.913935016293782
-4.221246393971236,4.113760718799833
-4.086964314713049,4.220726341268309
-3.063303714759773,4.845567313526881
-5.837604085790175,2.933208589547399
-4.0344423900090085,3.7523657227864433
-3.68563347685438,4.4221472057352775
-4.791031355511077,3.9619994676728325
-2.3200970671641663,4.540230436471886
-2.633714695978021,3.727566272621716
-2.654964793219089,5.461002202398489
-3.8057324809338895,3.578844684355421
-5.085035945826403,2.8147011487217526
-3.29966634635002,4.140735282405257
-4.377218710234495,4.705360787260485
-5.329480759480527,2.5381313229191447
-3.6941086038181203,4.963584868513278
-4.002897624851784,5.151972320028204
-5.855058393727772,1.7618538523834144
-5.728733416986591,3.2588529777158315
-3.7921101516702747,3.731386548296251
-4.222055472202859,3.349319693053173
-3.711826586403265,4.404975494698667
-2.414752451929595,4.9707448744127625
-3.176517537242484,5.162891464874497
-3.125915354275732,5.8236114193318365
